ID	center_name	center_inform	center_intro	center_program
54	희망나눔지역아동센터	전라북도 익산시 동서로 5길 116(신동) 신동 063-852-1261 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 10:00 ~ 22:00 토요일 : 10:00 ~ 16:00	1. 희망나눔지역아동센터 는 방과 후 돌봄이 필요한 지역사회아동의 건전한 육성을 위하여 보호, 교육, 급식제공, 건전한 놀이와 오락을 제공, 보호자와 지역사회의 연계 등 종합적인 복지서비스를 제공하는 기관입니다.  2. 근거법령 : 아동복지법 제52조 제1항 제8호  3. 사업대상 : - 만 18세 미만 아동으로 소득 기준이 중위소득 100% 이하이며, 지역사회의 방과후 돌봄을 필요로 하는 아동에게 지원합니다. - 교육급여대상 가정의 아동, 차상위계층의 가정 아동, 보호대상 한부모가정, 조손가정아동, 다문화가정아동, 장애아동 또는 장애가정의 아동, 3명 이상의 다자녀 가정의 아동, 기타 시군구청장이 승인한 긴급보호가 필요한 아동  4. 사업내용 1) 보호프로그램 - 일상생활 : 일상생활관리, 위생건강관리, 간식/석식 제공 - 안전생활 : 생활안전지도, 귀가지도, 5대 안전의무교육  2) 교육프로그램 - 학습지도 : 숙제지도, 교과목 학습지도 - 특기적성 : 예/체능활동, 적성교육 - 성장과 권리 : 인성사회성교육, 자치회의, 동아리활동  3) 문화프로그램 - 체험활동 : 견학, 캠프, 여행 - 참여활동 : 관람, 공연, 전시회, 체육대회 등  4) 복지프로그램 - 상담 : 아동 및 연고자 상담 - 가족지원 : 보호자교육, 소모임 등 - 복지 : 생일파티, 후원활동, 멘토링 등  5) 지역사회연계프로그램 - 인적연계 : 자원봉사, 결연, 후원 - 기관연계 : 전문기관, 복지단체, 공공기관 등  5. 이용안내 이용시간 : 월~금 (10:00~22:00) / 토 (10:00~16:00) 전화 혹은 내방 준비서류 : 주민등록등본 1부, 건강보험료납부확인서 1부, 기타증빙서류(수급증명,차상위,조손,한부모 확인등)  	https://www.youtube.com/embed/EM67lEs0LCY&amp;lt;/a&amp;gt;&quot; frameborder=&quot;0&quot; allowfullscreen&amp;gt;  1) 보호프로그램 - 일상생활 : 일상생활관리, 위생건강관리, 간식/석식 제공 - 안전생활 : 생활안전지도, 귀가지도, 5대 안전의무교육  2) 교육프로그램 - 학습지도 : 숙제지도, 교과목 학습지도 - 특기적성 : 예/체능활동, 적성교육 - 성장과 권리 : 인성사회성교육, 자치회의, 동아리활동  3) 문화프로그램 - 체험활동 : 견학, 캠프, 여행 - 참여활동 : 관람, 공연, 전시회, 체육대회 등  4) 복지프로그램 - 상담 : 아동 및 연고자 상담 - 가족지원 : 보호자교육, 소모임 등 - 복지 : 생일파티, 후원활동, 멘토링 등  5) 지역사회연계프로그램 - 인적연계 : 한국장학재단 청소년교육지원사업, 원광대학교 사회봉사, 교육봉사, 기타 자원봉사, 결연, 후원 - 기관연계 : 돌봄협의체(원도심학교), 원광종합사회복지관, 익산시 성문화센터 등 전문기관, 복지단체, 공공기관 등  
55	희망 온새미로 지역아동센터	인천광역시 남동구 석산로 208 27-9 2층 (구월동) 032-423-1306 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	본 센터는 인천 남동구에 위치한 초.중.고 혼합지역아동센터로 방과 후 이용아동들의 무상급식가 보호,교육,문화,정서,지역사회연계사업을 진행하는 아동복지시설입니다. 아동들에게 균형있는 영양섭취를 위해 방과 후 무료급식을 제공하고 있으며 지역사회내에서 아동을 통합적으로 보호하고 질 높은 복지와 교육의 장으로 아동이 건강하게 성장할 수 있도록 돕는 것에 목절을 두고 바와 후 학습지도 등 다양한 프로그램을 제공하고 신체적, 정신적으로 건강하고 밝게 자랄 수 있게 도우며 지역앗회연계자원을 통해 아동의 정서적 안정향상을 도모하기 위해 힘쓰고 있습니다.   	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
56	희락지역아동센터	대구광역시 달서구 성서로72길 134번지 (장기동) 053-591-1004 이용시간 학기중 : 13:00 ~ 19:00 방학중 : 13:00 ~ 19:00 토요일 : ~	센터 안내입니다.	숲 체험을 떠났어요. 센터에서 걸어서 10분 정도에 나지막한 동산이 있어서 봄동산의 봄꽃들과 풀들을 살펴 보며 자연속에서 즐거워 하고 있어요. 이름 모를 작은 풀꽃들과 풀들을 보며 봄을 느끼고 있어요. 센터에 도착해서 멋진 작품도 만들어 보았어요..       봄동산 숲체험을 다녀와서 멋지게 작품을 만들어 보았어요. 1학년 막내동생과 언니의 합작품이에요. 1학년 신입생 막내는 봄동산을 다녀온 뒤 마음이 들떠서 너무 너무 좋아하며 땅만 보고 다니며 봄 꽃들과 풀들을 관찰하는 버릇이 생겼어요. 
57	흥해하늘꿈지역아동센터	경상북도 포항시 북구 북구 한동로45번길 38-0 2층 흥해읍 070-8105-3203 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 17:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
58	흥해지역아동센터	경상북도 포항시 북구 북구 칠포로 330 054-262-2810 이용시간 학기중 : 11:30 ~ 20:30 방학중 : 11:30 ~ 20:30 토요일 : 10:00 ~ 13:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
59	흥전지역아동센터	강원 삼척시 도계읍 흥전안길 17-12 (흥전지역아동센터 033-541-2408 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : 00:00 ~ 00:00	삼척시 도계읍 흥전리에 위치하고 있으며 폐광지역으로서 과거 탄광이 성행할 때와 다르게 아이들이 결손가정으로 조부모와 사는 아동들이 대부분이며 보호를 필요로 하는 아동들을 안전하게 보호하며 학습지도 교육 문화 심성개발 등으로 가정의 문제를 해결 예방하는 아동기관으로서 역할과 보호자 및 가족전체와 지역사회의 연계 등 아동이 건강한 사회구성원으로 성장하도록 돕는 종합적인 아동보호 서비스를 제공합니다.    	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
60	흥덕지역아동센터	경기도 용인시 기흥구 흥덕2로65번길 1-12 1층 (영덕동) 031-213-7773 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : 10:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
61	흥남지역아동센터	전라북도 군산시 풍남길 23-1 서흥남동 063-446-9555 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 18:00 토요일 : ~	저희 센터는 아동들이 행복하고 자신의 미래를 키워 나갈 수 있도록 보호하고 교육하는 지역아동센터 입니다. 부모님들의 안심 속에서 아이들이 바르고 건강하게 성장할 수 있도록 최선의 노력을 하고 있습니다. 저희 센터는 친환경급식을 제공하고 있으며 아이들의 다양성을 키워나가기 위해서 음악교실(우쿨렐레),학습지도(국,수.사.괌) 및 중학생의 영어 수학를 지도 하고 있으며 창의력및 상상력을 키워주기 위한 보드게임교실,지역연게활동(생명과학,트램플랜)등의 활동을 하고 있습니다. 아이들이 행복한 세상을 만들어 가기 위해서 선생님들과 아이들이 함께 노력하고 꿈을 키워가고 있는 공간입니다.  	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
62	흑석희망지역아동센터	서울특별시 동작구 현충로 111-0 402호 흑석동 402호 (흑석동,명수대상가) 070-8666-8032 이용시간 학기중 : 11:00 ~ 22:00 방학중 : 11:00 ~ 22:00 토요일 : 11:00 ~ 15:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
63	흑석지역아동센터	서울특별시 동작구 현충로 111 401호 (흑석동) 02-816-8031 이용시간 학기중 : 11:00 ~ 21:00 방학중 : 11:00 ~ 21:00 토요일 : 00:00 ~ 00:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
64	흑석나눔지역아동센터	전북 전주시 완산구 흑석로 84-38 (서서학동,흑석나눔지역아동센터) 063-232-8219 이용시간 학기중 : 09:30 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
65	흑빛지역아동센터	강원도 정선군 고한10길 28-8 흑빛지역아동센터 고한읍 033-591-6386 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 10:00 ~ 22:00 토요일 : 12:00 ~ 18:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
66	효천해누리지역아동센터	광주광역시 남구 신효천1길 35-8 (행암동 513-11) 1층 (행암동) 062-674-8289 이용시간 학기중 : 10:00 ~ 20:00 방학중 : 10:00 ~ 20:00 토요일 : 10:00 ~ 14:30	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
67	효자지역아동센터	전라북도 전주시 완산구 성지산2길 9-6 (효자동1가) 효자동1가 063-228-2535 이용시간 학기중 : 09:00 ~ 19:00 방학중 : 09:00 ~ 18:30 토요일 : 09:00 ~ 13:30	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
68	효성지역아동센터	인천광역시 계양구 효서로 208 효성동 032-554-9191 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : 10:00 ~ 14:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
69	효성중앙지역아동센터	인천광역시 계양구 새풀로7번길 37 2층 효성동 (효성동) 070-8774-8292 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 10:00 ~ 19:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
70	효성사랑지역아동센터	인천광역시 계양구 안남로573번길 16 (효성동) 032-551-3367 이용시간 학기중 : 10:00 ~ 21:00 방학중 : 10:00 ~ 21:00 토요일 : 10:00 ~ 14:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
71	효도공부방지역아동센터	경기도 포천시 원앙로51번길 36-8 신읍동 (신읍동) 031-535-6078 이용시간 학기중 : 10:00 ~ 22:00 방학중 : 09:00 ~ 22:00 토요일 : 09:00 ~ 17:00	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
72	횡성행복한홈스쿨	강원도 횡성군 북천서로 20 033-345-8060 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
73	횡성지역아동센터	강원도 횡성군 문정로19번길 42 횡성지역아동센터 033-345-3605 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~ 00:00	안녕하세요^^ 즐거움과 배움이 있는 횡성지역아동센터입니다.     http://cafe.naver.com/hssdac3605   	2016 즐거운세상 !!! 월 : 꼼지락세상 (미술, 바느질 등) 화 : 행복한세상 (TV동화 행복한세상을 통한 인성이 바른 어린이로 자라나요. 영어세상(디즈니테마를 통해 즐겁게 영어를 배워요.) 수 : 신나는세상(우쿨렐레 신나게 연주해요.) 5대의무교육 (우리가 알아야할 지켜야할 교육들에 대해 알아가요.) 목 : 노래세상(노래도 배우고 가사꾸미기를 통해 동영상도 만들어요.) 영어세상 ( 디즈니뮤지컬로 영어 뿐 아니라 활동과 노래로 즐겁게 배워요.) 금 : 건강한세상( 체육시간 신나게 뛰어놀고 땀흘리며 져요.)   
74	횡계지역아동센터	강원도 평창군 돌뱅이길 21-0 대관령면 033-336-8113 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~ 01015004	하늘아래 첫동네 꿈과 행복이 넘치는 지역아동센터    이곳은 2018년 평창동계올림픽이 열리는 중심도시 대관령이며, 관광도시입니다. 주변관광지로는 알펜시아스키장, 스키점프대, 용평스키장, 삼양목장, 대관령양떼목장 등이 있으며, 아름다운 자연경관으로 "평창 happy 700"이라고 불리고 있습니다. 	-우리 횡계지역아동센터의 프로그램을 소개합니다-                
75	회화지역아동센터	경남 고성군 회화면 관인로 3 055-673-7488 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
76	회현지역아동센터	전라북도 군산시 회현면 대위로 405 070-7750-9400 이용시간 학기중 : ~ 방학중 : ~ 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
77	회진지역아동센터	전라남도 장흥군 가학회진로 1576 061-867-7932 이용시간 학기중 : 10:00 ~ 19:00 방학중 : 09:00 ~ 18:00 토요일 : ~	센터 안내입니다.	생활교육 프로그램 아동인성교육 프로그램 아동자립지원 프로그램 아동학대예방 프로그램 지역사회연계 프로그램
